Timestamp,Site 100,Site 101,Site 102,Site 103,Site 105,Site 106,Site 107,Site 108,Site 109
2021-01-01 00:00:00,66.0,18.0,46.0,19.0,97.0,39.0,66.0,31.0,51.0
2021-01-01 00:15:00,124.0,83.0,88.0,57.0,231.0,79.0,207.0,112.0,109.0
2021-01-01 00:30:00,121.0,102.0,83.0,91.0,252.0,96.0,272.0,106.0,143.0
2021-01-01 00:45:00,130.0,115.0,112.0,59.0,279.0,89.0,278.0,87.0,126.0
2021-01-01 01:00:00,160.0,115.0,107.0,49.0,226.0,86.0,235.0,98.0,111.0
2021-01-01 01:15:00,139.0,95.0,75.0,58.0,186.0,64.0,243.0,92.0,101.0
2021-01-01 01:30:00,122.0,95.0,88.0,54.0,186.0,69.0,193.0,88.0,91.0
2021-01-01 01:45:00,101.0,85.0,65.0,47.0,167.0,67.0,163.0,58.0,85.0
2021-01-01 02:00:00,98.0,72.0,45.0,29.0,124.0,35.0,163.0,56.0,52.0
2021-01-01 02:15:00,61.0,63.0,51.0,30.0,129.0,37.0,129.0,51.0,42.0
2021-01-01 02:30:00,76.0,36.0,38.0,27.0,108.0,43.0,82.0,41.0,55.0
2021-01-01 02:45:00,43.0,37.0,31.0,29.0,105.0,21.0,76.0,28.0,29.0
2021-01-01 03:00:00,61.0,39.0,30.0,22.0,74.0,22.0,95.0,22.0,27.0
2021-01-01 03:15:00,40.0,34.0,39.0,14.0,84.0,21.0,68.0,25.0,31.0
2021-01-01 03:30:00,48.0,36.0,22.0,14.0,69.0,23.0,54.0,27.0,23.0
2021-01-01 03:45:00,42.0,30.0,24.0,6.0,48.0,15.0,55.0,22.0,14.0
2021-01-01 04:00:00,26.0,26.0,18.0,6.0,58.0,16.0,54.0,14.0,20.0
2021-01-01 04:15:00,28.0,35.0,15.0,10.0,60.0,16.0,49.0,15.0,18.0
2021-01-01 04:30:00,28.0,22.0,26.0,16.0,71.0,11.0,66.0,22.0,15.0
2021-01-01 04:45:00,20.0,27.0,13.0,16.0,47.0,6.0,46.0,11.0,9.0
2021-01-01 05:00:00,21.0,23.0,9.0,9.0,45.0,8.0,41.0,14.0,11.0
2021-01-01 05:15:00,27.0,21.0,29.0,19.0,47.0,14.0,61.0,13.0,14.0
2021-01-01 05:30:00,31.0,20.0,36.0,21.0,66.0,19.0,54.0,23.0,29.0
2021-01-01 05:45:00,38.0,16.0,26.0,11.0,67.0,20.0,78.0,16.0,24.0
2021-01-01 06:00:00,42.0,29.0,28.0,16.0,88.0,17.0,93.0,24.0,23.0
2021-01-01 06:15:00,43.0,46.0,55.0,34.0,94.0,31.0,104.0,30.0,40.0
2021-01-01 06:30:00,44.0,30.0,50.0,32.0,112.0,38.0,121.0,42.0,49.0
2021-01-01 06:45:00,78.0,38.0,53.0,28.0,111.0,38.0,119.0,36.0,49.0
2021-01-01 07:00:00,39.0,34.0,66.0,31.0,88.0,33.0,101.0,28.0,41.0
2021-01-01 07:15:00,69.0,37.0,71.0,36.0,87.0,38.0,109.0,40.0,46.0
2021-01-01 07:30:00,78.0,34.0,97.0,32.0,119.0,50.0,121.0,34.0,63.0
2021-01-01 07:45:00,95.0,46.0,83.0,32.0,108.0,54.0,140.0,51.0,68.0
2021-01-01 08:00:00,87.0,53.0,106.0,44.0,98.0,56.0,142.0,48.0,70.0
2021-01-01 08:15:00,87.0,64.0,113.0,44.0,115.0,71.0,139.0,49.0,92.0
2021-01-01 08:30:00,89.0,61.0,127.0,48.0,172.0,78.0,181.0,70.0,103.0
2021-01-01 08:45:00,116.0,71.0,0.0,85.0,160.0,94.0,188.0,62.0,133.0
2021-01-01 09:00:00,150.0,86.0,0.0,77.0,183.0,102.0,226.0,79.0,143.0
2021-01-01 09:15:00,115.0,90.0,0.0,109.0,239.0,106.0,275.0,90.0,138.0
2021-01-01 09:30:00,164.0,119.0,0.0,109.0,277.0,150.0,322.0,102.0,207.0
2021-01-01 09:45:00,165.0,143.0,246.0,123.0,292.0,160.0,348.0,115.0,223.0
2021-01-01 10:00:00,155.0,146.0,274.0,121.0,268.0,138.0,359.0,123.0,201.0
2021-01-01 10:15:00,183.0,163.0,351.0,145.0,321.0,174.0,398.0,129.0,240.0
2021-01-01 10:30:00,219.0,195.0,397.0,111.0,349.0,187.0,447.0,117.0,284.0
2021-01-01 10:45:00,224.0,173.0,421.0,163.0,386.0,182.0,494.0,153.0,279.0
2021-01-01 11:00:00,215.0,195.0,435.0,175.0,402.0,190.0,545.0,165.0,304.0
2021-01-01 11:15:00,238.0,235.0,482.0,194.0,405.0,217.0,538.0,161.0,327.0
2021-01-01 11:30:00,290.0,222.0,503.0,216.0,438.0,252.0,613.0,146.0,382.0
2021-01-01 11:45:00,278.0,280.0,539.0,220.0,490.0,235.0,619.0,183.0,349.0
2021-01-01 12:00:00,298.0,242.0,460.0,219.0,468.0,250.0,647.0,164.0,376.0
2021-01-01 12:15:00,273.0,278.0,565.0,240.0,434.0,275.0,616.0,189.0,387.0
2021-01-01 12:30:00,280.0,283.0,507.0,264.0,423.0,229.0,673.0,191.0,335.0
2021-01-01 12:45:00,269.0,279.0,544.0,246.0,503.0,224.0,601.0,193.0,347.0
2021-01-01 13:00:00,249.0,259.0,537.0,231.0,507.0,203.0,652.0,186.0,326.0
2021-01-01 13:15:00,273.0,267.0,497.0,234.0,458.0,253.0,605.0,193.0,370.0
2021-01-01 13:30:00,258.0,254.0,514.0,228.0,440.0,231.0,606.0,185.0,357.0
2021-01-01 13:45:00,275.0,269.0,482.0,243.0,528.0,247.0,647.0,186.0,357.0
2021-01-01 14:00:00,256.0,262.0,509.0,223.0,462.0,245.0,597.0,179.0,376.0
2021-01-01 14:15:00,238.0,268.0,482.0,216.0,484.0,237.0,598.0,202.0,353.0
2021-01-01 14:30:00,262.0,278.0,484.0,237.0,559.0,267.0,626.0,191.0,392.0
2021-01-01 14:45:00,260.0,270.0,467.0,207.0,504.0,259.0,557.0,196.0,347.0
2021-01-01 15:00:00,291.0,300.0,464.0,228.0,507.0,251.0,644.0,183.0,317.0
2021-01-01 15:15:00,274.0,267.0,473.0,181.0,525.0,282.0,626.0,176.0,367.0
2021-01-01 15:30:00,267.0,236.0,477.0,248.0,537.0,258.0,616.0,196.0,340.0
2021-01-01 15:45:00,252.0,275.0,428.0,226.0,468.0,257.0,552.0,158.0,339.0
2021-01-01 16:00:00,245.0,248.0,446.0,213.0,507.0,218.0,589.0,238.0,289.0
2021-01-01 16:15:00,255.0,231.0,470.0,199.0,519.0,252.0,610.0,172.0,318.0
2021-01-01 16:30:00,218.0,226.0,438.0,185.0,441.0,203.0,596.0,192.0,280.0
2021-01-01 16:45:00,217.0,219.0,388.0,220.0,442.0,229.0,613.0,168.0,295.0
2021-01-01 17:00:00,230.0,214.0,400.0,171.0,457.0,242.0,545.0,193.0,336.0
2021-01-01 17:15:00,250.0,238.0,432.0,170.0,455.0,233.0,571.0,199.0,304.0
2021-01-01 17:30:00,228.0,230.0,426.0,178.0,495.0,200.0,556.0,168.0,282.0
2021-01-01 17:45:00,238.0,205.0,376.0,220.0,392.0,234.0,473.0,173.0,283.0
2021-01-01 18:00:00,203.0,212.0,311.0,177.0,384.0,184.0,489.0,178.0,240.0
2021-01-01 18:15:00,211.0,232.0,288.0,189.0,354.0,191.0,436.0,182.0,259.0
2021-01-01 18:30:00,173.0,163.0,318.0,127.0,302.0,161.0,400.0,134.0,235.0
2021-01-01 18:45:00,179.0,177.0,271.0,170.0,350.0,175.0,387.0,162.0,248.0
2021-01-01 19:00:00,156.0,181.0,246.0,140.0,318.0,128.0,350.0,141.0,189.0
2021-01-01 19:15:00,164.0,188.0,215.0,123.0,330.0,153.0,335.0,117.0,203.0
2021-01-01 19:30:00,160.0,132.0,209.0,99.0,318.0,117.0,310.0,111.0,170.0
2021-01-01 19:45:00,161.0,131.0,199.0,98.0,278.0,113.0,296.0,108.0,153.0
2021-01-01 20:00:00,140.0,141.0,164.0,95.0,300.0,113.0,287.0,117.0,156.0
2021-01-01 20:15:00,150.0,104.0,187.0,50.0,231.0,119.0,265.0,106.0,168.0
2021-01-01 20:30:00,147.0,112.0,163.0,68.0,268.0,92.0,275.0,126.0,128.0
2021-01-01 20:45:00,144.0,139.0,150.0,89.0,285.0,109.0,251.0,109.0,152.0
2021-01-01 21:00:00,152.0,144.0,129.0,97.0,243.0,89.0,230.0,113.0,130.0
2021-01-01 21:15:00,130.0,127.0,158.0,78.0,254.0,109.0,266.0,92.0,135.0
2021-01-01 21:30:00,132.0,95.0,125.0,46.0,244.0,71.0,248.0,98.0,100.0
2021-01-01 21:45:00,156.0,81.0,111.0,48.0,244.0,74.0,199.0,78.0,101.0
2021-01-01 22:00:00,156.0,69.0,107.0,42.0,230.0,68.0,216.0,69.0,83.0
2021-01-01 22:15:00,117.0,76.0,66.0,41.0,215.0,65.0,189.0,66.0,87.0
2021-01-01 22:30:00,121.0,52.0,81.0,28.0,180.0,34.0,177.0,55.0,52.0
2021-01-01 22:45:00,82.0,60.0,71.0,34.0,163.0,31.0,142.0,62.0,42.0
2021-01-01 23:00:00,82.0,49.0,71.0,45.0,136.0,34.0,128.0,45.0,40.0
2021-01-01 23:15:00,64.0,38.0,51.0,17.0,145.0,43.0,122.0,57.0,47.0
2021-01-01 23:30:00,63.0,42.0,36.0,27.0,119.0,23.0,102.0,36.0,29.0
2021-01-01 23:45:00,55.0,33.0,44.0,14.0,90.0,25.0,61.0,39.0,29.0
2021-01-02 00:00:00,60.0,36.0,28.0,14.0,72.0,18.0,61.0,34.0,24.0
2021-01-02 00:15:00,56.0,25.0,18.0,9.0,78.0,16.0,60.0,20.0,19.0
2021-01-02 00:30:00,43.0,15.0,35.0,10.0,63.0,13.0,43.0,23.0,19.0
2021-01-02 00:45:00,42.0,15.0,23.0,10.0,57.0,3.0,26.0,32.0,7.0
2021-01-02 01:00:00,49.0,22.0,17.0,7.0,58.0,11.0,35.0,29.0,16.0
2021-01-02 01:15:00,37.0,10.0,15.0,8.0,53.0,10.0,30.0,16.0,13.0
2021-01-02 01:30:00,26.0,19.0,26.0,4.0,56.0,5.0,35.0,16.0,5.0
2021-01-02 01:45:00,18.0,20.0,9.0,2.0,37.0,10.0,25.0,15.0,7.0
2021-01-02 02:00:00,29.0,6.0,11.0,9.0,36.0,10.0,24.0,16.0,8.0
2021-01-02 02:15:00,23.0,13.0,5.0,8.0,31.0,9.0,21.0,8.0,6.0
2021-01-02 02:30:00,23.0,6.0,9.0,5.0,22.0,7.0,25.0,6.0,8.0
2021-01-02 02:45:00,18.0,6.0,13.0,7.0,29.0,11.0,25.0,2.0,5.0
2021-01-02 03:00:00,11.0,11.0,10.0,7.0,18.0,14.0,23.0,2.0,7.0
2021-01-02 03:15:00,14.0,11.0,13.0,2.0,23.0,13.0,19.0,3.0,6.0
2021-01-02 03:30:00,16.0,9.0,13.0,3.0,31.0,8.0,27.0,2.0,7.0
2021-01-02 03:45:00,19.0,13.0,13.0,6.0,20.0,4.0,22.0,11.0,3.0
2021-01-02 04:00:00,13.0,7.0,9.0,4.0,16.0,4.0,24.0,5.0,7.0
2021-01-02 04:15:00,15.0,5.0,5.0,3.0,25.0,7.0,25.0,7.0,8.0
2021-01-02 04:30:00,9.0,13.0,21.0,7.0,33.0,7.0,34.0,4.0,7.0
2021-01-02 04:45:00,14.0,21.0,16.0,6.0,38.0,12.0,42.0,6.0,11.0
2021-01-02 05:00:00,16.0,22.0,23.0,16.0,44.0,11.0,41.0,15.0,9.0
2021-01-02 05:15:00,28.0,26.0,32.0,18.0,59.0,19.0,71.0,19.0,24.0
2021-01-02 05:30:00,30.0,18.0,54.0,22.0,67.0,16.0,82.0,21.0,23.0
2021-01-02 05:45:00,46.0,21.0,45.0,20.0,87.0,30.0,75.0,26.0,36.0
2021-01-02 06:00:00,47.0,31.0,57.0,24.0,93.0,33.0,97.0,26.0,39.0
2021-01-02 06:15:00,58.0,49.0,59.0,26.0,99.0,34.0,115.0,30.0,47.0
2021-01-02 06:30:00,71.0,59.0,79.0,39.0,143.0,45.0,161.0,46.0,66.0
2021-01-02 06:45:00,90.0,48.0,69.0,48.0,137.0,59.0,132.0,47.0,67.0
2021-01-02 07:00:00,77.0,59.0,95.0,48.0,117.0,61.0,153.0,35.0,69.0
2021-01-02 07:15:00,89.0,40.0,109.0,55.0,154.0,72.0,158.0,51.0,83.0
2021-01-02 07:30:00,120.0,69.0,125.0,63.0,189.0,76.0,199.0,70.0,101.0
2021-01-02 07:45:00,112.0,87.0,162.0,82.0,206.0,105.0,240.0,84.0,140.0
2021-01-02 08:00:00,120.0,93.0,180.0,95.0,232.0,99.0,294.0,79.0,131.0
2021-01-02 08:15:00,154.0,116.0,246.0,105.0,272.0,126.0,338.0,105.0,176.0
2021-01-02 08:30:00,195.0,124.0,291.0,131.0,315.0,147.0,394.0,125.0,227.0
2021-01-02 08:45:00,177.0,185.0,313.0,134.0,382.0,192.0,400.0,124.0,249.0
2021-01-02 09:00:00,197.0,178.0,323.0,158.0,362.0,175.0,452.0,118.0,234.0
2021-01-02 09:15:00,204.0,220.0,342.0,167.0,422.0,190.0,490.0,147.0,249.0
2021-01-02 09:30:00,233.0,217.0,409.0,191.0,502.0,225.0,525.0,147.0,323.0
2021-01-02 09:45:00,266.0,229.0,493.0,211.0,585.0,230.0,672.0,185.0,320.0
2021-01-02 10:00:00,221.0,291.0,499.0,217.0,523.0,281.0,672.0,190.0,278.0
2021-01-02 10:15:00,284.0,267.0,537.0,231.0,603.0,318.0,685.0,185.0,351.0
2021-01-02 10:30:00,285.0,268.0,646.0,214.0,695.0,321.0,749.0,185.0,389.0
2021-01-02 10:45:00,301.0,319.0,625.0,278.0,661.0,313.0,779.0,228.0,369.0
2021-01-02 11:00:00,314.0,326.0,706.0,249.0,685.0,312.0,767.0,214.0,441.0
2021-01-02 11:15:00,361.0,360.0,720.0,269.0,686.0,358.0,801.0,240.0,480.0
2021-01-02 11:30:00,313.0,348.0,711.0,247.0,748.0,350.0,871.0,240.0,486.0
2021-01-02 11:45:00,317.0,357.0,745.0,257.0,791.0,350.0,840.0,226.0,470.0
2021-01-02 12:00:00,363.0,313.0,722.0,280.0,718.0,336.0,851.0,260.0,433.0
2021-01-02 12:15:00,349.0,319.0,701.0,307.0,755.0,331.0,893.0,229.0,445.0
2021-01-02 12:30:00,354.0,337.0,674.0,259.0,731.0,363.0,812.0,221.0,490.0
2021-01-02 12:45:00,363.0,330.0,618.0,296.0,738.0,326.0,806.0,242.0,450.0
2021-01-02 13:00:00,313.0,327.0,612.0,277.0,740.0,385.0,777.0,211.0,484.0
2021-01-02 13:15:00,329.0,345.0,617.0,273.0,684.0,363.0,829.0,231.0,439.0
2021-01-02 13:30:00,324.0,323.0,704.0,277.0,775.0,362.0,749.0,220.0,465.0
2021-01-02 13:45:00,286.0,339.0,584.0,271.0,695.0,355.0,827.0,242.0,459.0
2021-01-02 14:00:00,316.0,319.0,667.0,261.0,726.0,314.0,767.0,241.0,425.0
2021-01-02 14:15:00,290.0,303.0,561.0,268.0,762.0,314.0,799.0,218.0,430.0
2021-01-02 14:30:00,310.0,313.0,625.0,260.0,738.0,334.0,760.0,198.0,441.0
2021-01-02 14:45:00,348.0,331.0,527.0,261.0,737.0,312.0,743.0,276.0,416.0
2021-01-02 15:00:00,329.0,312.0,591.0,252.0,732.0,343.0,669.0,241.0,437.0
2021-01-02 15:15:00,360.0,302.0,541.0,223.0,698.0,321.0,812.0,242.0,413.0
2021-01-02 15:30:00,342.0,287.0,592.0,241.0,718.0,317.0,703.0,199.0,404.0
2021-01-02 15:45:00,347.0,298.0,585.0,273.0,712.0,324.0,741.0,239.0,431.0
2021-01-02 16:00:00,310.0,273.0,560.0,223.0,701.0,351.0,783.0,256.0,451.0
2021-01-02 16:15:00,316.0,268.0,571.0,189.0,681.0,320.0,704.0,237.0,416.0
2021-01-02 16:30:00,317.0,260.0,482.0,246.0,660.0,291.0,696.0,213.0,362.0
2021-01-02 16:45:00,301.0,244.0,487.0,232.0,617.0,250.0,670.0,203.0,335.0
2021-01-02 17:00:00,287.0,292.0,446.0,230.0,635.0,257.0,648.0,206.0,336.0
2021-01-02 17:15:00,277.0,257.0,483.0,207.0,650.0,264.0,765.0,215.0,365.0
2021-01-02 17:30:00,276.0,269.0,487.0,203.0,612.0,247.0,674.0,257.0,328.0
2021-01-02 17:45:00,266.0,252.0,444.0,210.0,554.0,240.0,693.0,180.0,323.0
2021-01-02 18:00:00,194.0,236.0,330.0,229.0,478.0,185.0,591.0,220.0,258.0
2021-01-02 18:15:00,241.0,199.0,299.0,175.0,448.0,163.0,531.0,188.0,227.0
2021-01-02 18:30:00,212.0,193.0,295.0,153.0,382.0,141.0,501.0,174.0,190.0
2021-01-02 18:45:00,199.0,174.0,233.0,140.0,387.0,128.0,413.0,180.0,174.0
2021-01-02 19:00:00,203.0,140.0,180.0,151.0,308.0,112.0,333.0,157.0,153.0
2021-01-02 19:15:00,179.0,142.0,188.0,150.0,302.0,117.0,367.0,140.0,170.0
2021-01-02 19:30:00,154.0,136.0,190.0,120.0,278.0,100.0,287.0,120.0,140.0
2021-01-02 19:45:00,156.0,108.0,175.0,88.0,245.0,104.0,277.0,113.0,137.0
2021-01-02 20:00:00,149.0,99.0,199.0,113.0,271.0,109.0,298.0,119.0,154.0
2021-01-02 20:15:00,153.0,113.0,168.0,126.0,253.0,101.0,250.0,97.0,141.0
2021-01-02 20:30:00,118.0,111.0,147.0,117.0,231.0,87.0,237.0,86.0,131.0
2021-01-02 20:45:00,113.0,81.0,137.0,81.0,243.0,84.0,252.0,94.0,122.0
2021-01-02 21:00:00,135.0,93.0,113.0,76.0,255.0,85.0,238.0,100.0,112.0
2021-01-02 21:15:00,168.0,70.0,128.0,102.0,246.0,86.0,213.0,92.0,104.0
2021-01-02 21:30:00,170.0,98.0,121.0,97.0,232.0,84.0,253.0,93.0,97.0
2021-01-02 21:45:00,148.0,89.0,90.0,54.0,226.0,80.0,225.0,89.0,95.0
2021-01-02 22:00:00,162.0,84.0,96.0,53.0,249.0,65.0,254.0,88.0,97.0
2021-01-02 22:15:00,123.0,64.0,126.0,59.0,222.0,73.0,200.0,82.0,82.0
2021-01-02 22:30:00,109.0,64.0,98.0,31.0,185.0,70.0,203.0,78.0,80.0
2021-01-02 22:45:00,92.0,48.0,91.0,47.0,194.0,60.0,153.0,52.0,79.0
2021-01-02 23:00:00,92.0,62.0,75.0,38.0,139.0,39.0,160.0,60.0,62.0
2021-01-02 23:15:00,76.0,48.0,72.0,35.0,173.0,47.0,136.0,58.0,57.0
2021-01-02 23:30:00,73.0,41.0,54.0,37.0,133.0,39.0,114.0,34.0,41.0
2021-01-02 23:45:00,68.0,43.0,49.0,36.0,102.0,37.0,121.0,53.0,35.0
2021-01-03 00:00:00,59.0,38.0,47.0,23.0,110.0,35.0,97.0,38.0,32.0
2021-01-03 00:15:00,59.0,18.0,34.0,29.0,99.0,27.0,73.0,31.0,38.0
2021-01-03 00:30:00,38.0,14.0,26.0,20.0,75.0,21.0,87.0,37.0,28.0
2021-01-03 00:45:00,52.0,22.0,29.0,23.0,79.0,27.0,66.0,30.0,29.0
2021-01-03 01:00:00,47.0,15.0,21.0,16.0,66.0,12.0,62.0,13.0,14.0
2021-01-03 01:15:00,46.0,14.0,21.0,17.0,54.0,9.0,45.0,28.0,18.0
2021-01-03 01:30:00,39.0,12.0,22.0,15.0,58.0,9.0,59.0,12.0,11.0
2021-01-03 01:45:00,27.0,13.0,30.0,21.0,57.0,5.0,47.0,12.0,8.0
2021-01-03 02:00:00,37.0,14.0,13.0,14.0,34.0,7.0,47.0,7.0,10.0
2021-01-03 02:15:00,24.0,9.0,22.0,15.0,37.0,10.0,44.0,11.0,16.0
2021-01-03 02:30:00,21.0,11.0,15.0,18.0,28.0,7.0,37.0,10.0,12.0
2021-01-03 02:45:00,27.0,10.0,9.0,15.0,31.0,12.0,19.0,5.0,10.0
2021-01-03 03:00:00,15.0,12.0,13.0,10.0,22.0,9.0,32.0,5.0,10.0
2021-01-03 03:15:00,17.0,7.0,11.0,12.0,13.0,7.0,31.0,10.0,8.0
2021-01-03 03:30:00,9.0,13.0,7.0,6.0,29.0,10.0,39.0,9.0,6.0
2021-01-03 03:45:00,18.0,4.0,13.0,6.0,23.0,12.0,22.0,6.0,9.0
2021-01-03 04:00:00,12.0,3.0,14.0,5.0,21.0,5.0,22.0,7.0,7.0
2021-01-03 04:15:00,16.0,3.0,14.0,10.0,26.0,9.0,35.0,8.0,8.0
2021-01-03 04:30:00,20.0,1.0,15.0,3.0,34.0,10.0,38.0,8.0,11.0
2021-01-03 04:45:00,19.0,12.0,24.0,8.0,31.0,14.0,31.0,9.0,15.0
2021-01-03 05:00:00,8.0,13.0,21.0,13.0,43.0,12.0,38.0,9.0,13.0
2021-01-03 05:15:00,13.0,21.0,27.0,19.0,58.0,11.0,55.0,12.0,14.0
2021-01-03 05:30:00,31.0,18.0,47.0,22.0,53.0,17.0,76.0,15.0,21.0
2021-01-03 05:45:00,48.0,12.0,37.0,25.0,55.0,30.0,54.0,17.0,29.0
2021-01-03 06:00:00,39.0,23.0,46.0,20.0,72.0,20.0,72.0,22.0,37.0
2021-01-03 06:15:00,45.0,25.0,57.0,26.0,95.0,31.0,94.0,28.0,38.0
2021-01-03 06:30:00,73.0,45.0,80.0,31.0,125.0,52.0,135.0,28.0,61.0
2021-01-03 06:45:00,70.0,55.0,77.0,21.0,110.0,44.0,136.0,36.0,70.0
2021-01-03 07:00:00,71.0,29.0,65.0,36.0,87.0,37.0,119.0,29.0,46.0
2021-01-03 07:15:00,78.0,37.0,92.0,36.0,94.0,55.0,125.0,46.0,76.0
2021-01-03 07:30:00,99.0,43.0,101.0,35.0,157.0,56.0,157.0,34.0,82.0
2021-01-03 07:45:00,120.0,50.0,131.0,44.0,170.0,81.0,161.0,56.0,96.0
2021-01-03 08:00:00,99.0,54.0,133.0,53.0,147.0,81.0,146.0,52.0,111.0
2021-01-03 08:15:00,95.0,59.0,138.0,66.0,168.0,81.0,208.0,69.0,90.0
2021-01-03 08:30:00,121.0,88.0,188.0,76.0,198.0,94.0,252.0,75.0,146.0
2021-01-03 08:45:00,133.0,77.0,185.0,98.0,244.0,118.0,312.0,95.0,152.0
2021-01-03 09:00:00,138.0,89.0,209.0,115.0,260.0,124.0,323.0,99.0,169.0
2021-01-03 09:15:00,189.0,124.0,284.0,118.0,318.0,146.0,376.0,140.0,188.0
2021-01-03 09:30:00,184.0,139.0,304.0,142.0,423.0,193.0,430.0,141.0,269.0
2021-01-03 09:45:00,206.0,167.0,347.0,182.0,426.0,193.0,495.0,145.0,269.0
2021-01-03 10:00:00,189.0,208.0,391.0,131.0,404.0,197.0,430.0,127.0,264.0
2021-01-03 10:15:00,202.0,223.0,429.0,185.0,429.0,217.0,500.0,160.0,284.0
2021-01-03 10:30:00,251.0,255.0,399.0,180.0,463.0,197.0,569.0,184.0,284.0
2021-01-03 10:45:00,231.0,202.0,465.0,181.0,604.0,220.0,637.0,174.0,321.0
2021-01-03 11:00:00,232.0,258.0,505.0,196.0,594.0,226.0,662.0,162.0,326.0
2021-01-03 11:15:00,256.0,248.0,558.0,191.0,561.0,258.0,714.0,191.0,339.0
2021-01-03 11:30:00,262.0,273.0,597.0,217.0,642.0,237.0,810.0,188.0,397.0
2021-01-03 11:45:00,293.0,259.0,601.0,216.0,677.0,269.0,720.0,224.0,393.0
2021-01-03 12:00:00,274.0,266.0,592.0,185.0,682.0,245.0,750.0,228.0,381.0
2021-01-03 12:15:00,318.0,282.0,564.0,208.0,659.0,258.0,851.0,208.0,367.0
2021-01-03 12:30:00,332.0,267.0,557.0,239.0,705.0,284.0,812.0,208.0,383.0
2021-01-03 12:45:00,348.0,295.0,510.0,249.0,718.0,262.0,710.0,230.0,376.0
2021-01-03 13:00:00,292.0,307.0,549.0,255.0,649.0,283.0,717.0,208.0,396.0
2021-01-03 13:15:00,339.0,304.0,554.0,245.0,761.0,274.0,791.0,211.0,399.0
2021-01-03 13:30:00,312.0,296.0,572.0,271.0,723.0,276.0,773.0,265.0,395.0
2021-01-03 13:45:00,339.0,277.0,565.0,232.0,730.0,290.0,713.0,213.0,426.0
2021-01-03 14:00:00,298.0,293.0,585.0,225.0,687.0,323.0,700.0,217.0,440.0
2021-01-03 14:15:00,321.0,309.0,559.0,252.0,728.0,267.0,784.0,238.0,398.0
2021-01-03 14:30:00,324.0,281.0,520.0,242.0,680.0,305.0,710.0,244.0,420.0
2021-01-03 14:45:00,310.0,292.0,506.0,222.0,709.0,289.0,727.0,208.0,379.0
2021-01-03 15:00:00,352.0,303.0,535.0,271.0,725.0,297.0,759.0,199.0,405.0
2021-01-03 15:15:00,324.0,272.0,526.0,303.0,718.0,274.0,691.0,222.0,412.0
2021-01-03 15:30:00,299.0,299.0,509.0,271.0,695.0,288.0,718.0,224.0,421.0
2021-01-03 15:45:00,291.0,267.0,490.0,265.0,716.0,300.0,729.0,271.0,386.0
2021-01-03 16:00:00,307.0,264.0,478.0,247.0,619.0,284.0,645.0,198.0,383.0
2021-01-03 16:15:00,304.0,291.0,450.0,268.0,696.0,306.0,728.0,239.0,400.0
2021-01-03 16:30:00,309.0,286.0,466.0,205.0,691.0,263.0,725.0,205.0,369.0
2021-01-03 16:45:00,309.0,233.0,468.0,220.0,638.0,263.0,635.0,231.0,360.0
2021-01-03 17:00:00,276.0,218.0,425.0,215.0,663.0,243.0,695.0,198.0,352.0
2021-01-03 17:15:00,317.0,230.0,449.0,197.0,641.0,280.0,673.0,202.0,378.0
2021-01-03 17:30:00,287.0,243.0,410.0,200.0,529.0,225.0,653.0,218.0,301.0
2021-01-03 17:45:00,295.0,229.0,385.0,182.0,542.0,207.0,574.0,190.0,312.0
2021-01-03 18:00:00,263.0,200.0,345.0,254.0,469.0,188.0,478.0,205.0,258.0
2021-01-03 18:15:00,248.0,174.0,297.0,176.0,419.0,173.0,536.0,181.0,254.0
2021-01-03 18:30:00,241.0,180.0,282.0,173.0,427.0,191.0,374.0,177.0,246.0
2021-01-03 18:45:00,196.0,165.0,223.0,136.0,357.0,128.0,389.0,151.0,180.0
2021-01-03 19:00:00,200.0,141.0,201.0,163.0,310.0,118.0,375.0,151.0,172.0
2021-01-03 19:15:00,177.0,129.0,201.0,142.0,348.0,108.0,358.0,127.0,171.0
2021-01-03 19:30:00,181.0,131.0,207.0,134.0,312.0,105.0,321.0,123.0,163.0
2021-01-03 19:45:00,165.0,124.0,161.0,100.0,342.0,104.0,304.0,124.0,136.0
2021-01-03 20:00:00,176.0,94.0,196.0,117.0,278.0,134.0,289.0,123.0,186.0
2021-01-03 20:15:00,159.0,94.0,171.0,110.0,339.0,123.0,279.0,119.0,180.0
2021-01-03 20:30:00,142.0,119.0,184.0,110.0,247.0,130.0,282.0,102.0,172.0
2021-01-03 20:45:00,160.0,105.0,161.0,108.0,285.0,86.0,275.0,115.0,116.0
2021-01-03 21:00:00,136.0,102.0,141.0,113.0,273.0,90.0,265.0,104.0,119.0
2021-01-03 21:15:00,122.0,97.0,133.0,89.0,271.0,101.0,233.0,95.0,121.0
2021-01-03 21:30:00,150.0,75.0,116.0,72.0,240.0,60.0,237.0,94.0,96.0
2021-01-03 21:45:00,124.0,68.0,120.0,67.0,208.0,65.0,258.0,81.0,90.0
2021-01-03 22:00:00,129.0,61.0,89.0,62.0,228.0,63.0,215.0,75.0,76.0
2021-01-03 22:15:00,121.0,55.0,83.0,62.0,218.0,65.0,193.0,66.0,82.0
2021-01-03 22:30:00,108.0,50.0,74.0,36.0,140.0,47.0,161.0,53.0,64.0
2021-01-03 22:45:00,101.0,37.0,58.0,45.0,154.0,49.0,154.0,49.0,61.0
